company_name,finance_status,recruit,city,location,registered_capital,longitude,latitude
深圳市爱科鑫电子有限公司,未融资,少于15人,深圳,深圳龙华新区水斗老围村村南工业区A 栋4 楼,10万人民币,114.048266,22.634189
北京亿亿股科技有限公司,未融资,少于15人,深圳,深圳龙岗区深圳市龙岗区3w咖啡(龙岗天安数码城店),10万人民币,114.216395,22.720948
惠州市竞游科技有限公司,未融资,少于15人,深圳,深圳福田区深南中路3027号嘉汇新城汇商中心28层2826号,100万人民币,114.08078,22.538724
微动思创网络科技有限公司,未融资,少于15人,深圳,深圳南山区松坪山路1号源兴科技大厦负一层3W孵化器,113.95163,22.553643,
深圳市懿华软件有限公司,未融资,少于15人,深圳,深圳龙华新区东环一路杰美康创意园,300万人民币,114.032878,22.649264
深圳市听火教育科技有限公司,未融资,少于15人,深圳,深圳南山区深圳市南山区华侨城东部工业区A-4 212,50万人民币,113.992417,22.538661
深圳市友福同享信息科技有限公司,未融资,少于15人,深圳,深圳南山区前海路阳光花地苑B座,100万人民币,113.913217,22.518365
深圳市简点科技有限公司,未融资,少于15人,深圳,深圳宝安区西乡前进二路智汇创新中心,100万人民币,113.863615,22.608503
深圳市都映教育科技有限公司,未融资,少于15人,深圳,深圳南山区集悦城,10万人民币,113.984675,22.58747
深圳市古曼图科技有限公司,未融资,少于15人,深圳,深圳龙华新区民泰大厦1033室,200万人民币,114.042064,22.613961
深圳市福田区戴维蔚来设计工作室,未融资,少于15人,深圳,深圳福田区园岭街道华林社区八卦五街4号八卦岭工业区544栋5楼A01室,-,114.096681,22.560017
深圳市盛唐营销管理有限公司,未融资,少于15人,深圳,深圳南山区深圳市盛唐营销管理有限公司,200万人民币,113.915693,22.527247
深圳市牛势广告有限公司,未融资,少于15人,深圳,深圳龙岗区布澜路182设计园1栋,50万人民币,114.120814,22.652195
深圳市云骑信息技术有限公司,未融资,少于15人,深圳,深圳宝安区龙华街道东富龙花园,1000万人民币,114.044791,22.658041
深圳市巨川科技有限公司,未融资,少于15人,深圳,深圳龙岗区植物园路144号喜创城406,100万人民币,114.269931,22.705175
深圳市中和设备租赁服务有限公司,未融资,少于15人,深圳,深圳南山区科苑路10号坚达大厦东202室（五洲医院正门对面）,10万人民币,113.945942,22.547182
深圳市有机之选电子商务有限公司,未融资,少于15人,深圳,深圳南山区深圳市南山区科苑2277号三湘海尚E座7A,500万人民币,113.943267,22.504126
深圳市宝盟电子商务有限公司,未融资,少于15人,深圳,深圳福田区侨香路岭南大厦319,500万人民币,113.998981,22.541014
深圳市德益美网络科技有限公司,未融资,少于15人,深圳,深圳龙岗区碧新路佳业广场605室,20万人民币,114.268096,22.714919
深圳市安诺源科技有限公司,未融资,少于15人,深圳,深圳福田区中泰燕南名庭D栋0603,10万人民币,114.093217,22.544798
深圳市奥姆佳科技有限公司,未融资,少于15人,深圳,深圳福田区和黄都会轩,500万人民币,114.083742,22.541415
深圳市氧气设计服务有限公司,未融资,少于15人,深圳,深圳龙华新区梅龙路2229号政商中心A区417,100万人民币,114.042274,22.666038
深圳零时差商贸有限公司,未融资,少于15人,深圳,深圳南山区深圳市南山区中国高科大厦-d栋,300万人民币,113.898468,22.506324
深圳前海贝斯恩科技有限公司,未融资,少于15人,深圳,深圳福田区华强北国利大厦,500万人民币,114.084904,22.543219
深圳市牛西之前科技有限公司,未融资,少于15人,深圳,深圳宝安区石岩街道塘头第三工业区8栋1楼,100万人民币,113.908989,22.652144
深圳市大小不童贸易有限公司,未融资,少于15人,深圳,深圳宝安区福永街道桥头社区世峰大厦1017,100万人民币,113.910107,22.777242
深圳市未来生活信息技术有限公司,未融资,少于15人,深圳,深圳南山区科苑西工业区23栋北座201室,10万人民币,113.943275,22.544025
深圳市渐开技术有限公司,未融资,少于15人,深圳,深圳南山区科技园中区科技中二路麻雀工业区M2栋5楼B9,500万人民币,113.93864,22.545677
优乐生活（深圳）科技有限公司,未融资,少于15人,深圳,深圳宝安区深圳市宝安区松岗街道芙蓉路桃花源科技创新园琦丰达大厦C座16F,200万人民币,113.862442,22.74307
深圳富门贸易有限公司,未融资,少于15人,深圳,深圳罗湖区东门南路天俊大厦3楼,50万人民币,114.122229,22.5416
深圳市鹏企动力科技有限公司,未融资,少于15人,深圳,深圳宝安区航城大道光电大厦1栋1103,500万人民币,113.855102,22.607597
深圳市飞扬体育设备有限公司,未融资,少于15人,深圳,深圳龙岗区2013文化创客园C1- 201,10万人民币,114.203405,22.642072
深圳辉云科技有限公司,未融资,少于15人,深圳,深圳宝安区海汇路华创达大厦A510,100万人民币,113.888983,22.571362
深圳市指尖商务科技有限公司,未融资,少于15人,深圳,深圳南山区南山区大学园创客小镇15栋201,100万人民币,113.961993,22.580551
深圳玖霄皮革文化有限公司,未融资,少于15人,深圳,深圳龙华新区民塘路HBC汇隆中心（深圳北站旁）,50万人民币,114.033248,22.610468
深圳市罗素服饰设计有限公司,未融资,少于15人,深圳,深圳福田区南园路70号上田大厦5A,10万人民币,114.095161,22.539026
深圳科美钻科技有限公司,未融资,少于15人,深圳,深圳南山区芒果网大厦5楼016,100万人民币,113.935394,22.524003
深圳泓麟品牌运营有限公司,未融资,少于15人,深圳,深圳南山区西丽平山一路民企科技园3栋3楼（大学城地铁站c出口）,100万人民币,113.964098,22.585823
深圳市誉创科技有限责任公司,未融资,少于15人,深圳,深圳龙岗区科林伦大厦620,20万人民币,114.124671,22.600234
深圳市集优在线科技有限公司,未融资,少于15人,深圳,深圳宝安区新中心甲岸路31号华丰大厦5层,50万人民币,113.901046,22.55671
深圳市永动网络科技有限公司,未融资,少于15人,深圳,深圳宝安区新安街道33区裕安居三栋二层,500万人民币,113.907618,22.578619
深圳市七朵云网络技术有限公司,未融资,少于15人,深圳,深圳龙岗区布吉吉华路德兴城花园12栋404室,100万人民币,114.113635,22.608583
返得利（深圳）网络科技有限公司,未融资,少于15人,深圳,深圳南山区深圳市南山区大学城创客小镇17栋6楼VIP2,100万人民币,113.961806,22.580186
崇膳(深圳)网络科技有限公司,未融资,少于15人,深圳,深圳南山区西丽镇珠光路丽珠花园6栋A座102房,120万人民币,113.958206,22.574252
深圳摩因科技有限公司,未融资,少于15人,深圳,深圳龙岗区深圳市龙岗区布吉街道龙岗大道2504号星都里D2座,10万人民币,114.138339,22.612666
深圳市科答科技有限公司,未融资,少于15人,深圳,深圳龙华新区坂田街道坂雪岗大道泽润中心A601-2,114.066468,22.645802,
深圳知行网络传媒有限公司,未融资,少于15人,深圳,深圳宝安区西乡宝安大道骏丰大厦501室,50万人民币,113.871139,22.576997
深圳你券网络科技有限公司,未融资,少于15人,深圳,深圳南山区深圳市南山区高新南七道12号惠恒大楼二期702室,100万人民币,113.947858,22.534571
玄宇科技（深圳）有限公司,未融资,少于15人,深圳,深圳宝安区银田创业园碧桂园28仓305室,113.885077,22.55807,
深圳海淘坊供应链有限公司,未融资,少于15人,深圳,深圳龙岗区天安数码城1栋B座1301室,500万人民币,114.21676,22.719522
深圳市浪溪网络科技有限公司,未融资,少于15人,深圳,深圳龙华新区观澜大道111号富嘉商务中心,50万人民币,114.041307,22.696544
深圳市竹发计算机网络有限公司,未融资,少于15人,深圳,深圳福田区福田街道彩田路彩虹新都海鹰大厦,10万人民币,114.068948,22.535269
深圳阿木网络科技有限公司,未融资,少于15人,深圳,深圳宝安区深圳宝安区宝兴路8号华寓大厦B座9A,100万人民币,113.880465,22.547142
深圳市阿百腾电子商务有限公司,未融资,少于15人,深圳,深圳龙华新区民治街道上芬龙屋工业区8栋303,50万人民币,114.017807,22.639863
香港信达商务有限公司,未融资,少于15人,深圳,深圳福田区竹子林紫竹六道金民大厦1402室,-,114.011993,22.535665
深圳市优熠电子商务有限公司,未融资,少于15人,深圳,深圳宝安区西乡街道62区流塘社区富强大厦,10万人民币,113.886574,22.575499
蓝波国际有限公司,未融资,少于15人,深圳,深圳龙岗区信和·爱琴居B栋14B,-,114.135601,22.611697
深圳市澳法比贸易发展有限公司,未融资,少于15人,深圳,深圳罗湖区东晓街道,100万人民币,114.121307,22.580056
深圳市吃和远方网络科技有限公司,未融资,少于15人,深圳,深圳南山区松坪山路一号源兴科技大厦东座,500万人民币,113.951655,22.553588
深圳市希果信息科技有限公司,未融资,少于15人,深圳,深圳宝安区宝民一路宝通大厦10楼1004室,113.895914,22.566976,
深圳塑尚科技有限公司,未融资,少于15人,深圳,深圳南山区科苑西,100万人民币,113.923552,22.528499
深圳杰出科技有限公司,未融资,少于15人,深圳,深圳宝安区深圳市龙华新区龙观东路57号尚美时代大厦1411室,100万人民币,114.037627,22.676551
深圳市易飞帆科技有限公司,未融资,少于15人,深圳,深圳龙岗区平湖富安大道开田科技园506,10万人民币,114.141319,22.671566
深圳市豹走体育旅游有限公司,未融资,少于15人,深圳,深圳龙岗区瑞泽佳园,50万人民币,114.182371,22.644915
深圳市最空间商贸有限公司,未融资,少于15人,深圳,深圳南山区保利文化广场C区,40万人民币,113.937251,22.51679
深圳市上善装服饰文化有限公司,未融资,少于15人,深圳,深圳南山区桃园路田厦国际中心A座1802,16万人民币,113.923454,22.533736
索拉尔贸易（深圳）有限公司,未融资,少于15人,深圳,深圳龙岗区坂田街道吉华路555号济通大厦,10万人民币,114.06983,22.638139
艺述投资管理（深圳）有限公司,未融资,少于15人,深圳,深圳南山区香港理工大学产学研基地308,100万人民币,113.942569,22.531608
深圳品荟科技有限公司,未融资,少于15人,深圳,深圳南山区南山区高新技术产业园W2-B栋附楼202室,100万人民币,113.93506,22.548743
深圳市遥望电子有限公司,未融资,少于15人,深圳,深圳福田区保税区绒花路城市三米六1622-25,30万人民币,114.056078,22.508461
深圳人人机科技有限公司,未融资,少于15人,深圳,深圳福田区爱华大厦八楼813号,200万人民币,114.090961,22.541025
奥克特有限公司,未融资,少于15人,深圳,深圳龙华新区深圳龙华新区民治万众城深海大厦5002室,-,114.038667,22.632617
深圳澳百网实业有限公司,未融资,少于15人,深圳,深圳,500万人民币,114.057868,22.543099
深圳市前海银石资产管理有限公司,未融资,少于15人,深圳,深圳罗湖区和平路金田大厦517-518室,1000万人民币,114.115057,22.538833
北交（深圳）文化经纪有限公司,未融资,少于15人,深圳,深圳福田区滨河大道与东涌路京基滨河时代A座41层,1050万人民币,114.026706,22.528007
深圳市盈信天诚信息技术有限公司,未融资,少于15人,深圳,深圳南山区高新南六路航盛科技大厦1510,500万人民币,113.953693,22.535811
深圳前海鼎晟网络科技有限公司,未融资,少于15人,深圳,深圳南山区深圳南山区前海深港合作区管理局综合办公室A栋201室,500万人民币,113.923552,22.528499
深圳市神州云聚科技有限公司,未融资,少于15人,深圳,深圳南山区深圳市南山区粤海街道深圳湾科技生态园9A座,100万人民币,113.9527,22.531037
深圳汇富通达互联网金融服务有限公司,未融资,少于15人,深圳,深圳深圳南山科技园,1000万人民币,113.945,22.541441
深圳市楼恩信息技术有限公司,未融资,少于15人,深圳,深圳福田区沙嘴金地十路6号金地海景花园,3万人民币,114.041615,22.515382
深圳市华昇财务有限公司,未融资,少于15人,深圳,深圳龙岗区布吉南湾街道草堆街30号裕发大厦604,50万人民币,114.151731,22.61985
深圳市快筹网络科技有限公司,未融资,少于15人,深圳,深圳南山区讯美科技大厦3号楼15层,100万人民币,113.945772,22.545769
深圳市爱网科技发展有限公司,未融资,少于15人,深圳,深圳南山区彩虹科技大厦516,10万人民币,113.94059,22.55473
深圳市橙石企业管理咨询有限公司,未融资,少于15人,深圳,深圳南山区科技园中区麻雀岭工业园M2栋5层,100万人民币,113.939375,22.541363
深圳市宽途量化科技有限公司,未融资,少于15人,深圳,上海闵行区龙湖虹桥天街D座306,50万人民币,121.31296,31.19002
深圳嗨租机电子信息科技有限公司,未融资,少于15人,深圳,深圳福田区兴华大厦B栋801,300万人民币,114.092566,22.54092
深圳市北微网络科技有限公司,未融资,少于15人,深圳,深圳南山区天利中央商务广场,50万人民币,113.934467,22.518465
深圳市磐富资本管理有限公司,未融资,少于15人,深圳,深圳福田区劲松大厦19楼H,2000万人民币,114.02994,22.53453
深圳市旭景长盛资产管理有限公司,未融资,少于15人,深圳,深圳福田区安联大厦b1301,1100万人民币,114.06365,22.542409
广东速汇天成信息技术有限公司,未融资,少于15人,深圳,深圳南山区高新园高新南六道泰邦科技大厦,1000万人民币,113.952514,22.535885
深圳市玖曜邮币卡投资管理有限公司,未融资,少于15人,深圳,深圳宝安区新安六路众里创业社区2楼C15,100万人民币,113.874305,22.562194
小飞企业,未融资,少于15人,深圳,深圳深圳,114.057868,22.543099,
深圳市前海众汇全球投资咨询有限公司,未融资,少于15人,深圳,深圳南山区蛇口太子路111号深圳自贸中心15G,113.919178,22.489273,
深圳市银税互通供应链管理有限责任公司,未融资,少于15人,深圳,深圳龙华新区深圳市龙华区深圳北站HBC汇隆中心1708,1000万人民币,114.03,22.610854
深圳乾明资产管理有限公司,未融资,少于15人,深圳,深圳福田区新闻路57号侨福大厦5楼,1250万人民币,114.043866,22.541256
华澳双翼科技（深圳）有限公司,未融资,少于15人,深圳,"深圳南山区总部在悉尼 ,分部在广深腾讯众创空间",500万人民币,113.923552,22.528499
深圳市万豪信息咨询有限公司,未融资,少于15人,深圳,深圳福田区安徽大厦,100万人民币,114.031166,22.536299
深圳市云思拓科技有限公司,未融资,少于15人,深圳,深圳福田区益田路3013号南方国际广场B栋A1815,50万人民币,114.055439,22.526275
深圳市众能泰科智能技术有限公司,未融资,少于15人,深圳,深圳宝安区新安六路华丰科技商贸大厦6楼602-606,580万人民币,113.880089,22.567358
深圳市小坚豆科技有限公司,未融资,少于15人,深圳,深圳宝安区宝安区宝安大道西部硅谷B区510A,100万人民币,113.837983,22.625755
深圳市水瓶座投资咨询有限公司,未融资,少于15人,深圳,深圳南山区招商街道南海大道1079号数码大厦A座201室,3000万人民币,113.920703,22.499165
深圳银通支付金融服务有限公司,未融资,少于15人,深圳,深圳福田区福华三路100号鼎和大厦18楼,1000万人民币,114.062494,22.533298
深圳深镜数据有限公司,未融资,少于15人,深圳,深圳南山区高新技术产业园南区粤兴一道18号,100万人民币,113.942861,22.531799
卓越投资咨询（深圳）有限公司,未融资,少于15人,深圳,深圳南山区创业路怡海广场东座2906,500万人民币,113.925524,22.516305
深圳市美盛众付科技有限公司,未融资,少于15人,深圳,深圳福田区南园街道东园路150号玉福楼4-007,114.098686,22.537846,
深圳市德顺通商贸有限公司,未融资,少于15人,深圳,深圳宝安区新安街道兴东社区留仙三路38号创兴达商务中心4003室,1000万人民币,113.919547,22.582902
菲尔洛斯投资咨询（深圳）有限公司,未融资,少于15人,深圳,深圳南山区大冲国际,113.9528,22.541299,
深圳市米苏佳技术有限公司,未融资,少于15人,深圳,深圳南山区西丽镇茶光村,3万人民币,113.948968,22.567134
深圳市前海炼金术网络科技有限公司,未融资,少于15人,深圳,深圳福田区彩田南路星河世纪第三空间A612,10000万人民币,114.067569,22.537847
鼎天世纪（深圳）投资控股有限公司,未融资,少于15人,深圳,深圳宝安区合兴创客中心607室,500万人民币,113.87127,22.563769
深圳市蚂蚁信息咨询服务有限公司,未融资,少于15人,深圳,深圳龙华新区高拗新村234栋701,500万人民币,114.027164,22.670456
深圳神骑资本管理有限公司,未融资,少于15人,深圳,深圳南山区文心三路中洲控股金融中心B座14楼14C,1000万人民币,113.933966,22.517896
深圳市亚美印象品牌设计有限公司,未融资,少于15人,深圳,深圳宝安区圳市龙华大浪华荣路亿康商务大厦33号,50万人民币,114.001746,22.667643
深圳鼎晟自动化技术有限公司,未融资,少于15人,深圳,深圳龙华新区龙华街道龙观东路57号尚美时代广场,500万人民币,114.037627,22.676551
深圳市粤博展览策划有限公司,未融资,少于15人,深圳,深圳龙岗区深圳龙岗中心城吉祥中路1号风临国际中心A座1604,50万人民币,114.243118,22.709662
深圳北斗联星科技有限公司,未融资,少于15人,深圳,深圳龙华新区龙华新区华南路龙岸花园5栋25D,50万人民币,114.056399,22.613702
法思特咨询（深圳）有限公司,未融资,少于15人,深圳,深圳南山区虚拟大学园R2-B,100万人民币,113.944875,22.535803
深圳市八六八七科技有限责任公司,未融资,少于15人,深圳,深圳深圳市南山区科技园,113.94679,22.556374,
深圳创云信息科技有限公司,未融资,少于15人,深圳,衢州常山县天马街道浙西世贸城,100万人民币,118.514781,28.885137
孵化之家（深圳）网络科技有限公司,未融资,少于15人,深圳,深圳南山区数字文化产业基地,200万人民币,113.928748,22.540719
深圳市时和科技有限公司,未融资,少于15人,深圳,深圳南山区桃园路147号南景苑21G,50万人民币,113.920564,22.531891
协同数据（技术）深圳有限公司,未融资,少于15人,深圳,深圳南山区南山数字文化产业基地西塔楼25层,113.92825,22.540671,
深圳市智引擎信息科技有限公司,未融资,少于15人,深圳,深圳福田区竹子林越海家园博雅阁,1000万人民币,114.006826,22.535162
深圳市秀铺令信息技术有限公司,未融资,少于15人,深圳,深圳南山区科技园清华信息港科研楼5-568,333万人民币,113.94633,22.553923
深圳市优巡科技有限公司,未融资,少于15人,深圳,深圳南山区西丽留仙洞地铁站旁丽雅苑,500万人民币,113.945086,22.582565
深圳市尚青文化创意有限公司,未融资,少于15人,深圳,深圳福田区彩田路彩福大厦15楼（岗厦地铁站B出口）,100万人民币,114.067378,22.535393
深圳市梦想互动科技有限公司,未融资,少于15人,深圳,深圳南山区深圳市软件产业基地2栋,10万人民币,113.937938,22.524553
深圳市中科富星信息技术有限公司,未融资,少于15人,深圳,深圳南山区大新路创新大厦B栋2007室,50万人民币,113.926031,22.549225
深圳市简云技术有限公司,未融资,少于15人,深圳,深圳南山区深圳湾生态科技园,500万人民币,113.949116,22.50326
深圳市百高汇科技发展有限公司,未融资,少于15人,深圳,深圳龙岗区坂田街道吉华路江灏工业园,500万人民币,114.07843,22.64394
深圳市星致科技有限公司,未融资,少于15人,深圳,深圳南山区威盛科技大厦十楼,500万人民币,113.940008,22.540521
深圳利源马文化传媒有限公司,未融资,少于15人,深圳,深圳龙岗区银威路宝龙小区五巷6号,100万人民币,114.259285,22.71508
深圳市芝麻教育科技有限公司,未融资,少于15人,深圳,深圳龙华新区尚美中心907,100万人民币,114.039403,22.669272
深圳市万为物联科技有限公司,未融资,少于15人,深圳,深圳宝安区名优采购中心B座一区310,314.9607万人民币,113.866406,22.568093
深圳梯队人才培训有限公司,未融资,少于15人,深圳,深圳南山区华侨城,50万人民币,113.986271,22.535093
深圳金翅雀科技有限公司,未融资,少于15人,深圳,深圳南山区沙河街道侨城东路99号,1000万人民币,113.995662,22.538838
深圳微航创新信息科技有限公司,未融资,少于15人,深圳,深圳南山区平山一路111号新视艺创客公园3层联合公社C17室,500万人民币,113.962987,22.58631
深圳云步科技有限公司,未融资,少于15人,深圳,深圳宝安区圳市龙华新区上塘村上芬小学旁Aone商务大厦,3万人民币,113.900798,22.569678
声界技术（深圳）有限公司,未融资,少于15人,深圳,深圳南山区桃源街道学苑大道1155号安姆特大厦,120万人民币,113.992983,22.591628
深圳市末厘品牌设计咨询有限公司,未融资,少于15人,深圳,深圳南山区南头街道前海枫叶大厦,100万人民币,113.920078,22.526914
合普创新（深圳）网络科技有限公司,未融资,少于15人,深圳,深圳龙华新区龙屋工业区c栋203,100万人民币,114.017807,22.639863
深圳市百家装饰工程有限公司,未融资,少于15人,深圳,深圳宝安区深圳市宝安区广深公路松岗段金海大厦109号410,510万人民币,113.848618,22.757845
深圳市小蛙数据科技有限公司,未融资,少于15人,深圳,深圳南山区粤海街道科文路1号华富洋大厦四层思微,50万人民币,113.94157,22.541245
深圳市美图视觉设计有限公司,未融资,少于15人,深圳,深圳福田区梅亭路6号鸿浩阁A栋5楼,200万人民币,114.042005,22.568819
深圳市博睿思通管理咨询有限公司,未融资,少于15人,深圳,深圳南山区田厦国际中心B座,30万人民币,113.926482,22.532947
深圳市际峰科技有限公司,未融资,少于15人,深圳,深圳龙岗区深圳市龙岗区平湖生态园-东门,100万人民币,114.110644,22.674107
